		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001000111   23   22   16   19   16   22   26   21  8.379526 0.397302 SUCCESS  32
001001011   22   21   26   26   28   22   36   27  7.732772 0.460000 SUCCESS  33
001001101   35   22   34   21   29   43   20   19 27.011610 0.000704 FAILURE  34
001001111   29   28   17   20   28   16   26   21  8.721108 0.366366 SUCCESS  35
001010011   21   35   17   26   25   18   15   21 13.660139 0.091065 SUCCESS  36
001010101   23   22   32   26   20   28   29   24  5.156347 0.740742 SUCCESS  37
001010111   24   30   24   22   31   24   22   27  3.970079 0.859813 SUCCESS  38
001011011   29   27   28   27   26   23   25   25  2.242312 0.972667 SUCCESS  39
001011101   14   25   29   29   25   23   25   34 10.409819 0.237431 SUCCESS  40
001011111   18   26   19   36   22   25   33   22 12.417603 0.133521 SUCCESS  41
001100101   23   32   20   28   30   24   32   28  8.233891 0.410963 SUCCESS  42
001100111   27   27   15   25   33   18   18   24 10.941388 0.205042 SUCCESS  43
001101011   32   26   21   20   19   30   39   19 16.697303 0.033420 SUCCESS  44
001101101   20   20   19   26   25   27   25   21  3.789359 0.875611 SUCCESS  45
001101111   23   19   20   22   32   20   26   24  5.764044 0.673643 SUCCESS  46
001110101   27   26   24   25   18   25   28   29  3.613934 0.890170 SUCCESS  47
001110111   27   29   32   26   25   31   33   18 10.471383 0.233486 SUCCESS  48
001111011   22   40   25   26   30   26   20   20 13.757450 0.088311 SUCCESS  49
001111101   13   24   29   18   19   24   18   28 11.668242 0.166631 SUCCESS  50
001111111   26   26   22   23   27   24   29   23  1.817321 0.986109 SUCCESS  51
010000011   20   14   27   30   24   21   26   26  7.730124 0.460267 SUCCESS  52
010000111   18   19   27   16   19   16   19   25 11.717229 0.164273 SUCCESS  53
010001011   22   21   29   16   23   24   17   26  7.135666 0.522069 SUCCESS  54
010001111   23   19   26   14   18   23   21   28  8.863434 0.353947 SUCCESS  55
010010011   40   32   32   24   22   32   22   25 18.166236 0.020014 SUCCESS  56
010010111   19   23   30   33   32   26   29   33 12.369941 0.135446 SUCCESS  57
010011011   32   21   24   22   35   29   26   17 11.274364 0.186633 SUCCESS  58
010011111   26   35   22   22   25   23   19   21  7.180019 0.517341 SUCCESS  59
010100011   23   29   26   29   26   28   21   26  3.241901 0.918273 SUCCESS  60
010100111   24   31   22   24   25   15   22   23  6.187711 0.626214 SUCCESS  61
010101011   22   17   25   20   13   27   24   26  9.304312 0.317279 SUCCESS  62
010101111   27   24   21   21   26   25   20   31  4.062094 0.851478 SUCCESS  63
010110011   31   26   25   16   23   23   29   19  7.256147 0.509265 SUCCESS  64
010110111   27   24   28   20   21   20   13   24  8.482795 0.387783 SUCCESS  65
010111011   19   25   24   29   22   31   20   25  5.078895 0.749111 SUCCESS  66
010111111   22   23   19   23   19   18   30   30  7.272034 0.507587 SUCCESS  67
011000111   26   23   25   30   22   24   28   18  4.070700 0.850689 SUCCESS  68
011001111   27   30   17   25   28   20   23   23  5.485351 0.704662 SUCCESS  69
011010111   24   28   25   23   24   27   30   19  3.511989 0.898257 SUCCESS  70
011011111   22   20   22   19   33   25   25   28  6.256557 0.618518 SUCCESS  71
011101111   24   24   26   27   24   32   36   21  9.055408 0.337643 SUCCESS  72
011111111   24   27   18   26   26   26   25   31  4.215674 0.837159 SUCCESS  73
100000000   24   23   33   26   29   23   21   28  5.351631 0.719417 SUCCESS  74
100010000   20   26   21   19   25   29   24   25  3.586793 0.892350 SUCCESS  75
100100000   26   17   24   27   19   27   23   24  4.332182 0.825979 SUCCESS  76
100101000   18   29   19   24   25   27   23   25  4.273266 0.831665 SUCCESS  77
100110000   23   23   27   25   28   24   31   22  3.114139 0.926992 SUCCESS  78
100111000   25   27   24   24   22   22   22   28  1.596219 0.990992 SUCCESS  79
101000000   23   25   28   27   23   24   27   26  1.419471 0.993966 SUCCESS  80
101000100   24   26   16   19   27   27   16   16 10.888430 0.208101 SUCCESS  81
101001000   24   15   35   18   17   29   14   22 18.286054 0.019181 SUCCESS  82
101001100   15   28   20   27   20   19   22   27  7.983001 0.435132 SUCCESS  83
101010000   23   25   26   31   24   18   29   24  4.698257 0.789286 SUCCESS  84
101010100   25   22   31   17   22   20   31   15 11.076432 0.197406 SUCCESS  85
101011000   22   18   17   26   23   23   31   31  8.264342 0.408084 SUCCESS  86
101011100   15   29   24   34   23   31   22   33 13.859395 0.085505 SUCCESS  87
101100000   27   19   25   33   30   23   21   36 12.275278 0.139338 SUCCESS  88
101100100   22   25   16   21   21   27   29   23  5.492633 0.703856 SUCCESS  89
101101000   30   19   22   20   29   26   13   27 10.424382 0.236494 SUCCESS  90
101101100   21   25   16   27   25   27   33   24  7.223048 0.512770 SUCCESS  91
101110000   28   19   27   17   35   20   26   30 11.409408 0.179563 SUCCESS  92
101110100   15   32   31   26   15   20   22   24 12.957779 0.113311 SUCCESS  93
101111000   17   30   20   29   26   24   26   27  5.875919 0.661129 SUCCESS  94
101111100   25   30   18   29   21   31   24   24  6.325403 0.610832 SUCCESS  95
110000000   18   20   28   21   32   15   25   37 16.526512 0.035435 SUCCESS  96
110000010   19   26   19   22   32   17   24   25  7.610968 0.472364 SUCCESS  97
110000100   30   19   26   29   34   28   33   26 11.268406 0.186950 SUCCESS  98
110001000   20   23   21   20   20   26   26   30  4.577776 0.801602 SUCCESS  99
110001010   28   29   20   29   21   22   19   26  5.239756 0.731670 SUCCESS 100
110010000   24   24   17   25   31   18   27   26  6.324079 0.610980 SUCCESS 101
110010010   20   24   24   32   27   22   24   21  4.307689 0.828351 SUCCESS 102
110010100   25   31   24   24   25   24   24   21  2.393243 0.966523 SUCCESS 103
110011000   22   26   23   28   24   22   34   20  5.960652 0.651640 SUCCESS 104
110011010   29   23   30   18   18   20   30   12 14.439952 0.070995 SUCCESS 105
110100000   25   20   25   25   28   25   23   26  1.622037 0.990491 SUCCESS 106
110100010   27   28   23   25   23   37   16   21 11.222730 0.189396 SUCCESS 107
110100100   32   18   30   19   20   27   17   27 10.458805 0.234288 SUCCESS 108
110101000   21   22   28   28   29   25   25   29  3.656963 0.886672 SUCCESS 109
110101010   24   17   24   11   15   19   26   17 17.342733 0.026732 SUCCESS 110
110101100   25   23   21   24   23   20   32   20  4.764455 0.782429 SUCCESS 111
110110000   28   18   33   23   28   29   24   28  7.504389 0.483314 SUCCESS 112
110110010   22   29   22   28   24   23   22   25  2.282693 0.971096 SUCCESS 113
110110100   22   25   31   19   30   29   15   19 10.543538 0.228928 SUCCESS 114
110111000   35   14   29   19   27   21   18   29 14.882154 0.061478 SUCCESS 115
110111010   17   26   29   26   23   24   20   25  4.357999 0.823466 SUCCESS 116
110111100   25   24   21   31   21   19   30   24  5.417829 0.712126 SUCCESS 117
111000000   21   27   22   26   25   21   24   42 14.765646 0.063866 SUCCESS 118
111000010   28   22   30   35   33   27   31   29 13.049132 0.110170 SUCCESS 119
111000100   26   28   17   22   23   29   25   29  5.113318 0.745399 SUCCESS 120
111000110   23   20   24   26   20   25   31   23  3.782077 0.876231 SUCCESS 121
111001000   25   31   22   15   23   22   18   21  8.398062 0.395583 SUCCESS 122
111001010   20   23   25   20   21   25   25   20  3.077068 0.929428 SUCCESS 123
111001100   24   29   22   22   23   22   32   27  4.452662 0.814150 SUCCESS 124
111010000   19   27   31   22   19   25   19   34 10.002039 0.264883 SUCCESS 125
111010010   26   24   24   23   20   20   16   28  5.382082 0.716066 SUCCESS 126
111010100   24   23   22   29   29   23   24   32  4.665158 0.792691 SUCCESS 127
111010110   21   19   23   23   18   22   23   26  4.059446 0.851721 SUCCESS 128
111011000   31   19   35   22   24   31   22   25 10.198647 0.251359 SUCCESS 129
111011010   22   32   34   22   31   24   19   18 11.663608 0.166856 SUCCESS 130
111011100   21   21   29   21   23   22   26   24  2.806981 0.945880 SUCCESS 131
111100000   16   25   23   29   25   19   21   29  6.619984 0.578132 SUCCESS 132
111100010   28   33   19   27   26   20   16   23  9.205015 0.325298 SUCCESS 133
111100100   34   27   26   24   27   23   22   17  7.240259 0.510946 SUCCESS 134
111100110   25   20   27   21   19   20   28   32  6.663013 0.573388 SUCCESS 135
111101000   25   19   26   23   22   27   20   30  4.121010 0.846044 SUCCESS 136
111101010   24   22   11   24   27   23   25   31 10.094054 0.258487 SUCCESS 137
111101100   19   22   26   19   33   34   27   18 11.883386 0.156483 SUCCESS 138
111101110   18   22   30   21   23   27   27   26  4.561889 0.803210 SUCCESS 139
111110000   28   29   27   37   25   28   29   25  9.938489 0.269370 SUCCESS 140
111110010   22   32   16   20   24   28   21   24  7.552052 0.478402 SUCCESS 141
111110100   22   23   28   21   19   26   27   24  3.002265 0.934215 SUCCESS 142
111110110   22   16   25   14   26   23   29   20  9.736585 0.284003 SUCCESS 143
111111000   29   22   31   32   29   30   23   33 10.879162 0.208640 SUCCESS 144
111111010   26   20   22   25   24   27   28   22  2.274087 0.971435 SUCCESS 145
111111100   27   24   18   25   28   32   25   30  6.385643 0.604118 SUCCESS 146
111111110   24   27   18   26   26   26   25   31  4.215674 0.837159 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   12   28   29   20   22   32   26   27 11.866174 0.157275 SUCCESS   0
000000011   16   22   22   22   17   30   24   27  7.661278 0.467237 SUCCESS   1
000000101   19   22   27   19   23   34   23   28  7.620898 0.471349 SUCCESS   2
000000111   22   22   23   22   15   30   31   27  8.018747 0.431641 SUCCESS   3
000001001   27   24   28   20   22   25   23   21  2.493864 0.962016 SUCCESS   4
000001011   21   22   25   17   26   24   23   28  3.815176 0.873402 SUCCESS   5
000001101   13   30   27   22   24   29   26   24  8.383498 0.396933 SUCCESS   6
000001111   13   24   18   21   14   21   25   26 12.929314 0.114305 SUCCESS   7
000010001   24   15   19   26   28   16   26   26  8.847546 0.355320 SUCCESS   8
000010011   27   29   31   21   36   30   24   23 10.640849 0.222891 SUCCESS   9
000010101   30   27   27   25   24   32   25   24  4.395070 0.819837 SUCCESS  10
000010111   24   24   25   22   30   31   19   30  6.012287 0.645856 SUCCESS  11
000011001   31   30   18   24   20   21   26   24  6.341291 0.609060 SUCCESS  12
000011011   15   29   30   27   26   25   32   22  9.071295 0.336317 SUCCESS  13
000011101   22   23   26   24   19   22   23   28  2.552780 0.959224 SUCCESS  14
000011111   26   15   21   16   14   24   32   22 14.608094 0.067229 SUCCESS  15
000100011   30   13   15   23   26   19   21   27 12.778382 0.119706 SUCCESS  16
000100101   25   22   20   15   23   17   23   15 11.047967 0.198996 SUCCESS  17
000100111   31   35   27   27   36   28   23   27 13.803127 0.087043 SUCCESS  18
000101001   21   28   28   24   37   19   29   24 10.461453 0.234119 SUCCESS  19
000101011   26   23   17   27   29   26   21   24  4.299083 0.829181 SUCCESS  20
000101101   12   17   25   20   23   19   22   20 12.047557 0.149095 SUCCESS  21
000101111   18   20   19   20   26   30   20   31  8.712502 0.367126 SUCCESS  22
000110011   30   31   26   28   16   26   22   24  7.181343 0.517200 SUCCESS  23
000110101   28   23   18   34   27   32   12   24 15.526922 0.049674 SUCCESS  24
000110111   19   33   29   25   27   25   20   22  6.647125 0.575139 SUCCESS  25
000111001   29   23   27   32   28   27   25   32  7.014524 0.535066 SUCCESS  26
000111011   25   25   26   26   20   22   15   29  5.950723 0.652752 SUCCESS  27
000111101   20   27   22   28   27   19   22   22  3.908515 0.865282 SUCCESS  28
000111111   25   20   22   23   19   25   31   24  4.264660 0.832490 SUCCESS  29
001000011   33   32   23   24   23   22   31   26  7.953873 0.437989 SUCCESS  30
001000101   16   25   26   25   25   28   29   16  7.577869 0.475751 SUCCESS  31
001000111   25   16   23   25   21   21   20   28  5.449604 0.708617 SUCCESS  32
001001011   23   18   22   19   24   25   28   18  5.601859 0.691731 SUCCESS  33
001001101   33   20   26   20   40   20   31   20 18.680594 0.016664 SUCCESS  34
001001111   27   29   21   24   31   31   27   24  5.666071 0.684579 SUCCESS  35
001010011   28   22   23   32   33   18   19   14 14.009003 0.081531 SUCCESS  36
001010101   23   26   20   17   23   34   25   26  7.442825 0.489693 SUCCESS  37
001010111   28   22   23   29   28   24   27   16  5.604507 0.691436 SUCCESS  38
001011011   16   25   29   19   13   19   26   28 12.532788 0.128968 SUCCESS  39
001011101   23   24   25   20   24   25   18   24  2.687824 0.952397 SUCCESS  40
001011111   22   27   25   23   23   30   24   33  5.182164 0.737941 SUCCESS  41
001100101   32   28   25   24   29   20   22   26  5.088825 0.748042 SUCCESS  42
001100111   28   32   22   26   22   25   31   21  5.944765 0.653419 SUCCESS  43
001101011   29   25   23   30   31   35   24   28  9.489005 0.302736 SUCCESS  44
001101101   23   17   32   21   32   32   26   31 12.190544 0.142903 SUCCESS  45
001101111   18   26   29   33   17   29   22   15 13.076935 0.109230 SUCCESS  46
001110101   28   26   31   31   20   26   39   22 14.555798 0.068380 SUCCESS  47
001110111   26   21   21   20   27   29   20   23  3.993248 0.857732 SUCCESS  48
001111011   23   26   16   24   29   26   19   17  7.746012 0.458666 SUCCESS  49
001111101   22   30   15   19   27   26   28   28  8.044565 0.429129 SUCCESS  50
001111111   38   24   17   18   17   23   20   28 15.669248 0.047366 SUCCESS  51
010000011   18   23   21   24   19   19   26   20  5.711086 0.679558 SUCCESS  52
010000111   23   31   25   20   19   21   30   26  5.926229 0.655495 SUCCESS  53
010001011   23   29   26   18   20   28   23   21  4.764455 0.782429 SUCCESS  54
010001111   21   26   17   33   24   18   20   21  9.101746 0.333786 SUCCESS  55
010010011   35   26   28   17   27   24   31   27 10.165548 0.253598 SUCCESS  56
010010111   16   20   21   21   25   27   27   24  5.382082 0.716066 SUCCESS  57
010011011   26   22   26   30   31   20   27   19  5.977864 0.649712 SUCCESS  58
010011111   28   27   18   24   31   26   21   25  5.037190 0.753594 SUCCESS  59
010100011   34   25   27   35   29   21   20   10 19.958877 0.010493 SUCCESS  60
010100111   30   20   21   27   24   23   29   13  9.416187 0.308412 SUCCESS  61
010101011   22   25   20   21   22   39   30   28 12.723438 0.121726 SUCCESS  62
010101111   24   22   28   29   27   24   33   23  5.207981 0.735133 SUCCESS  63
010110011   20   31   21   30   14   28   18   22 11.593438 0.170286 SUCCESS  64
010110111   16   27   30   24   18   25   26   22  6.713323 0.567855 SUCCESS  65
010111011   19   32   28   33   27   23   23   22  8.063100 0.427331 SUCCESS  66
010111111   28   28   29   23   26   24   30   31  5.370166 0.717378 SUCCESS  67
011000111   35   22   22   27   19   23   22   27  7.383909 0.495834 SUCCESS  68
011001111   32   26   11   18   17   20   21   24 15.531556 0.049597 SUCCESS  69
011010111   25   30   25   27   27   20   33   21  6.377038 0.605077 SUCCESS  70
011011111   19   28   30   28   17   28   22   21  7.264752 0.508356 SUCCESS  71
011101111   27   24   16   28   32   26   24   20  7.214442 0.513683 SUCCESS  72
011111111   32   29   23   18   22   23   18   36 12.926004 0.114421 SUCCESS  73
100000000   12   28   29   20   22   32   26   27 11.866174 0.157275 SUCCESS  74
100010000   25   24   26   27   23   20   25   29  2.232382 0.973046 SUCCESS  75
100100000   14   26   30   23   23   30   30   27  9.130212 0.331431 SUCCESS  76
100101000   28   30   20   28   23   13   18   25 10.585243 0.226325 SUCCESS  77
100110000   24   30   26   12   23   24   21   19  9.771008 0.281467 SUCCESS  78
100111000   30   26   26   27   28   27   29   20  4.386464 0.820682 SUCCESS  79
101000000   25   21   27   22   23   18   24   31  4.705539 0.788535 SUCCESS  80
101000100   26   22   20   21   22   13   26   16 10.506468 0.231261 SUCCESS  81
101001000   20   27   33   19   26   25   31   23  7.528882 0.480787 SUCCESS  82
101001100   24   26   33   21   37   21   19   24 12.197826 0.142593 SUCCESS  83
101010000   18   22   24   21   28   17   25   26  5.466815 0.706714 SUCCESS  84
101010100   25   23   20   24   17   27   29   21  4.916710 0.766440 SUCCESS  85
101011000   29   23   24   23   26   32   18   37 12.088599 0.147294 SUCCESS  86
101011100   33   22   19   20   21   28   32   26  9.028267 0.339917 SUCCESS  87
101100000   22   21   30   12   18   35   21   33 18.695158 0.016578 SUCCESS  88
